x,y,Yield,D1,D2,D3,D4,D5
10.8171174697127,71.25,6.89898142857143,0,0,0,0,1
10.8171174697127,73.75,6.24117188571429,0,0,0,0,1
10.8171174697127,76.25,6.46955051428572,0,0,0,0,1
10.8171174697127,78.75,6.70196411428571,0,0,0,0,1
10.8171174697127,81.25,5.98987554285714,0,0,0,0,1
10.8171174697127,83.75,4.73307674285714,0,0,0,0,1
10.8171174697127,86.25,4.572,0,0,0,0,1
10.8171174697127,88.75,4.41810971428571,0,0,0,0,1
10.8171174697127,91.25,4.632352,0,0,0,0,1
10.8171174697127,93.75,4.56,0,0,0,0,1
10.8171174697127,96.25,4.82949531428572,0,0,0,0,1
10.8171174697127,98.75,4.60778074285714,0,0,0,0,1
10.8171174697127,101.25,4.58585668571429,0,1,0,1,0
10.8171174697127,103.75,4.89547371428572,0,1,0,1,0
10.8171174697127,106.25,5.47626777142857,0,1,0,1,0
10.8171174697127,108.75,5.7588192,0,1,0,1,0
10.8171174697127,111.25,6.1920288,0,1,0,1,0
10.8171174697127,113.75,6.48163268571429,0,1,0,1,0
10.8171174697127,116.25,6.11191914285714,0,1,0,1,0
10.8171174697127,118.75,5.88835222857143,0,1,0,1,0
10.8171174697127,121.25,5.59645571428572,0,1,0,1,0
10.8171174697127,123.75,5.36385565714286,0,1,0,1,0
10.8171174697127,126.25,5.29040588571429,0,1,0,1,0
10.8171174697127,128.75,5.43734845714286,0,1,0,1,0
10.8171174697127,131.25,5.58726,0,1,0,1,0
10.8171174697127,133.75,5.51624817142857,0,1,0,1,0
10.8171174697127,136.25,5.23558582857143,0,1,0,1,0
10.8171174697127,138.75,5.52987565714286,0,1,0,1,0
10.8171174697127,141.25,4.84705177142857,0,1,0,1,0
10.8171174697127,143.75,5.14236645714286,0,1,0,1,0
10.8171174697127,146.25,5.06668114285714,0,1,0,1,0
10.8171174697127,148.75,4.74630857142857,0,1,0,1,0
10.8171174697127,151.25,4.99428571428571,0,1,0,1,1
10.8171174697127,153.75,5.49372874285714,0,1,0,1,1
10.8171174697127,156.25,4.96931805714286,0,1,0,1,1
10.8171174697127,158.75,5.47345302857143,0,1,0,1,1
10.8171174697127,161.25,5.05334777142857,0,1,0,1,1
10.8171174697127,163.75,4.89711314285714,0,1,0,1,1
10.8171174697127,166.25,4.67081977142857,0,1,0,1,1
10.8171174697127,168.75,5.04663782857143,0,1,0,1,1
10.8171174697127,171.25,4.4639856,0,1,0,1,1
10.8171174697127,173.75,4.4451504,0,1,0,1,1
10.8171174697127,176.25,4.752,0,1,0,1,1
10.8171174697127,178.75,4.6049236,0,1,0,1,1
10.8171174697127,181.25,5.02378554285714,0,1,0,1,1
10.8171174697127,183.75,3.99365794285714,0,1,0,1,1
10.8171174697127,186.25,3.44485714285714,0,1,0,1,1
10.8171174697127,188.75,3.37998034285714,0,1,0,1,1
10.8171174697127,191.25,3.67390851428571,0,1,0,1,1
10.8171174697127,193.75,4.50821554285714,0,1,0,1,1
10.8171174697127,196.25,4.78151011428571,0,1,0,1,1
10.8171174697127,198.75,4.487648,0,1,0,1,1
15.6359820463653,1.25,5.446692,0,0,0,0,0
15.6359820463653,3.75,6.6017016,0,0,0,0,0
15.6359820463653,6.25,7.90658417142857,0,0,0,0,0
15.6359820463653,8.75,8.47314285714286,0,0,0,0,0
15.6359820463653,11.25,9.22321211428572,0,0,0,0,0
15.6359820463653,13.75,9.27984817142857,0,0,0,0,0
15.6359820463653,16.25,9.16107051428571,0,0,0,0,0
15.6359820463653,18.75,9.15984611428572,0,0,0,0,0
15.6359820463653,21.25,8.65069371428572,0,0,0,0,0
15.6359820463653,23.75,8.65212742857143,0,0,0,0,0
15.6359820463653,26.25,8.09669188571429,0,0,0,0,0
15.6359820463653,28.75,7.39225782857143,0,0,0,0,0
15.6359820463653,31.25,7.43628617142857,0,0,0,0,0
15.6359820463653,33.75,7.20244794285714,0,0,0,0,0
15.6359820463653,36.25,6.49728411428571,0,0,0,0,0
15.6359820463653,38.75,5.91029474285714,0,0,0,0,0
15.6359820463653,41.25,5.45146731428571,0,0,0,0,0
15.6359820463653,43.75,5.10213805714286,0,0,0,0,0
15.6359820463653,46.25,4.78502822857143,0,0,0,0,0
15.6359820463653,48.75,4.3053504,0,0,0,0,0
15.6359820463653,51.25,4.17305965714286,0,0,0,0,1
15.6359820463653,53.75,4.70800131428571,0,0,0,0,1
15.6359820463653,56.25,4.65457902857143,0,0,0,0,1
15.6359820463653,58.75,5.03349942857143,0,0,0,0,1
15.6359820463653,61.25,5.90215771428572,0,0,0,0,1
15.6359820463653,63.75,6.96799565714286,0,0,0,0,1
15.6359820463653,66.25,7.43301668571429,0,0,0,0,1
15.6359820463653,68.75,7.36996645714286,0,0,0,0,1
15.6359820463653,71.25,7.73051988571429,0,0,0,0,1
15.6359820463653,73.75,7.46285714285714,0,0,0,0,1
15.6359820463653,76.25,7.02436394285714,0,0,0,0,1
15.6359820463653,78.75,7.38340354285714,0,0,0,0,1
15.6359820463653,81.25,7.71191737142857,0,0,0,0,1
15.6359820463653,83.75,7.786884,0,0,0,0,1
15.6359820463653,86.25,8.21985022857143,0,0,0,0,1
15.6359820463653,88.75,8.85946582857143,0,0,0,0,1
15.6359820463653,91.25,8.50858028571429,0,0,0,0,1
15.6359820463653,93.75,8.11905508571429,0,0,0,0,1
15.6359820463653,96.25,7.872,0,0,0,0,1
15.6359820463653,98.75,7.64513034285714,0,0,0,0,1
15.6359820463653,101.25,7.4212664,0,1,0,1,0
15.6359820463653,103.75,7.77881777142857,0,1,0,1,0
15.6359820463653,106.25,7.77316834285714,0,1,0,1,0
15.6359820463653,108.75,7.5218056,0,1,0,1,0
15.6359820463653,111.25,7.11245251428572,0,1,0,1,0
15.6359820463653,113.75,7.37755331428571,0,1,0,1,0
15.6359820463653,116.25,7.788,0,1,0,1,0
15.6359820463653,118.75,7.76770182857143,0,1,0,1,0
15.6359820463653,121.25,7.83913028571429,0,1,0,1,0
15.6359820463653,123.75,8.01,0,1,0,1,0
15.6359820463653,126.25,8.294,0,1,0,1,0
15.6359820463653,128.75,7.45945302857143,0,1,0,1,0
15.6359820463653,131.25,7.42144085714286,0,1,0,1,0
15.6359820463653,133.75,7.0189524,0,1,0,1,0
15.6359820463653,136.25,6.44760668571429,0,1,0,1,0
15.6359820463653,138.75,6.6022608,0,1,0,1,0
15.6359820463653,141.25,6.39176371428571,0,1,0,1,0
15.6359820463653,143.75,6.4065588,0,1,0,1,0
15.6359820463653,146.25,6.13960622857143,0,1,0,1,0
15.6359820463653,148.75,6.14283257142857,0,1,0,1,0
15.6359820463653,151.25,6.23137428571429,0,1,0,1,1
15.6359820463653,153.75,6.41111657142857,0,1,0,1,1
15.6359820463653,156.25,5.99843405714286,0,1,0,1,1
15.6359820463653,158.75,5.9071104,0,1,0,1,1
15.6359820463653,161.25,6.25663257142857,0,1,0,1,1
15.6359820463653,163.75,6.37920628571429,0,1,0,1,1
15.6359820463653,166.25,6.84989771428572,0,1,0,1,1
15.6359820463653,168.75,6.65990074285714,0,1,0,1,1
15.6359820463653,171.25,6.44963657142857,0,1,0,1,1
15.6359820463653,173.75,6.49971428571429,0,1,0,1,1
15.6359820463653,176.25,6.0508696,0,1,0,1,1
15.6359820463653,178.75,6.28568914285714,0,1,0,1,1
15.6359820463653,181.25,6.57763188571429,0,1,0,1,1
15.6359820463653,183.75,6.24759405714286,0,1,0,1,1
15.6359820463653,186.25,6.27047617142857,0,1,0,1,1
15.6359820463653,188.75,5.91788594285714,0,1,0,1,1
15.6359820463653,191.25,5.50539514285714,0,1,0,1,1
15.6359820463653,193.75,5.46594582857143,0,1,0,1,1
15.6359820463653,196.25,5.60009,0,1,0,1,1
15.6359820463653,198.75,4.83817988571429,0,1,0,1,1
20.4538767355135,1.25,5.49561451428571,0,0,0,0,0
20.4538767355135,3.75,5.31808765714286,0,0,0,0,0
20.4538767355135,6.25,5.44261171428571,0,0,0,0,0
20.4538767355135,8.75,5.20439451428572,0,0,0,0,0
20.4538767355135,11.25,4.92365708571429,0,0,0,0,0
20.4538767355135,13.75,4.74891851428571,0,0,0,0,0
20.4538767355135,16.25,4.80515405714286,0,0,0,0,0
20.4538767355135,18.75,4.99321325714286,0,0,0,0,0
20.4538767355135,21.25,5.00602565714286,0,0,0,0,0
20.4538767355135,23.75,4.783296,0,0,0,0,0
20.4538767355135,26.25,4.772586,0,0,0,0,0
20.4538767355135,28.75,4.783296,0,0,0,0,0
20.4538767355135,31.25,4.41074285714286,0,0,0,0,0
20.4538767355135,33.75,4.44541554285714,0,0,0,0,0
20.4538767355135,36.25,4.18090525714286,0,0,0,0,0
20.4538767355135,38.75,3.9828384,0,0,0,0,0
20.4538767355135,41.25,3.87616228571429,0,0,0,0,0
20.4538767355135,43.75,3.17777777142857,0,0,0,0,0
20.4538767355135,46.25,2.95236205714286,0,0,0,0,0
20.4538767355135,48.75,3.31572377142857,0,0,0,0,0
20.4538767355135,51.25,3.92854285714286,0,0,0,0,1
20.4538767355135,53.75,4.38051777142857,0,0,0,0,1
20.4538767355135,56.25,4.550028,0,0,0,0,1
20.4538767355135,58.75,4.821432,0,0,0,0,1
20.4538767355135,61.25,5.13297337142857,0,0,0,0,1
20.4538767355135,63.75,5.00681874285714,0,0,0,0,1
20.4538767355135,66.25,5.25232525714286,0,0,0,0,1
20.4538767355135,68.75,5.25945188571429,0,0,0,0,1
20.4538767355135,71.25,5.87706982857143,0,0,0,0,1
20.4538767355135,73.75,6.1342624,0,0,0,0,1
20.4538767355135,76.25,6.46637154285714,0,0,0,0,1
20.4538767355135,78.75,6.66964285714286,0,0,0,0,1
20.4538767355135,81.25,7.12581325714286,0,0,0,0,1
20.4538767355135,83.75,6.84773897142857,0,0,0,0,1
20.4538767355135,86.25,7.21530754285714,0,0,0,0,1
20.4538767355135,88.75,6.69642857142857,0,0,0,0,1
20.4538767355135,91.25,6.55388857142857,0,0,0,0,1
20.4538767355135,93.75,6.35379531428572,0,0,0,0,1
20.4538767355135,96.25,6.075732,0,0,0,0,1
20.4538767355135,98.75,5.69984365714286,0,0,0,0,1
20.4538767355135,101.25,5.54556,0,1,0,1,0
20.4538767355135,103.75,4.92776571428571,0,1,0,1,0
20.4538767355135,106.25,4.89414857142857,0,1,0,1,0
20.4538767355135,108.75,4.5300444,0,1,0,1,0
20.4538767355135,111.25,4.28244342857143,0,1,0,1,0
20.4538767355135,113.75,4.59707931428571,0,1,0,1,0
20.4538767355135,116.25,4.53322628571429,0,1,0,1,0
20.4538767355135,118.75,4.77830674285714,0,1,0,1,0
20.4538767355135,121.25,4.90076228571429,0,1,0,1,0
20.4538767355135,123.75,5.0015888,0,1,0,1,0
20.4538767355135,126.25,5.04363977142857,0,1,0,1,0
20.4538767355135,128.75,5.03527131428571,0,1,0,1,0
20.4538767355135,131.25,4.82344594285714,0,1,0,1,0
20.4538767355135,133.75,4.64715845714286,0,1,0,1,0
20.4538767355135,136.25,4.47020948571429,0,1,0,1,0
20.4538767355135,138.75,4.30384577142857,0,1,0,1,0
20.4538767355135,141.25,4.51782822857143,0,1,0,1,0
20.4538767355135,143.75,4.39964,0,1,0,1,0
20.4538767355135,146.25,4.26508217142857,0,1,0,1,0
20.4538767355135,148.75,4.26504005714286,0,1,0,1,0
20.4538767355135,151.25,3.98784382857143,0,1,0,1,1
20.4538767355135,153.75,4.03223737142857,0,1,0,1,1
20.4538767355135,156.25,3.90037805714286,0,1,0,1,1
20.4538767355135,158.75,3.54348388571429,0,1,0,1,1
20.4538767355135,161.25,3.84896537142857,0,1,0,1,1
20.4538767355135,163.75,3.91002788571429,0,1,0,1,1
20.4538767355135,166.25,3.97650628571429,0,1,0,1,1
20.4538767355135,168.75,3.79302857142857,0,1,0,1,1
20.4538767355135,171.25,3.51428777142857,0,1,0,1,1
20.4538767355135,173.75,3.92060982857143,0,1,0,1,1
20.4538767355135,176.25,3.645128,0,1,0,1,1
20.4538767355135,178.75,3.80328,0,1,0,1,1
20.4538767355135,181.25,3.58289371428571,0,1,0,1,1
20.4538767355135,183.75,3.69049508571429,0,1,0,1,1
20.4538767355135,186.25,3.47656028571429,0,1,0,1,1
20.4538767355135,188.75,3.50406857142857,0,1,0,1,1
20.4538767355135,191.25,3.3855268,0,1,0,1,1
20.4538767355135,193.75,3.75572937142857,0,1,0,1,1
20.4538767355135,196.25,3.81901125714286,0,1,0,1,1
20.4538767355135,198.75,4.50067862857143,0,1,0,1,1
25.2689534589826,1.25,7.48457737142857,0,0,1,1,1
25.2689534589826,3.75,7.91504177142857,0,0,1,1,1
25.2689534589826,6.25,8.0297876,0,0,1,1,1
25.2689534589826,8.75,8.63955754285714,0,0,1,1,1
25.2689534589826,11.25,8.5682548,0,0,1,1,1
25.2689534589826,13.75,8.13722514285714,0,0,1,1,1
25.2689534589826,16.25,8.12211428571429,0,0,1,1,1
25.2689534589826,18.75,8.31597114285714,0,0,1,1,1
25.2689534589826,21.25,8.59040502857143,0,0,1,1,1
25.2689534589826,23.75,8.0870736,0,0,1,1,1
25.2689534589826,26.25,7.45977142857143,0,0,1,1,1
25.2689534589826,28.75,6.86931314285714,0,0,1,1,1
25.2689534589826,31.25,6.61103142857143,0,0,1,1,1
25.2689534589826,33.75,6.39519542857143,0,0,1,1,1
25.2689534589826,36.25,5.91211297142857,0,0,1,1,1
25.2689534589826,38.75,5.98110274285714,0,0,1,1,1
25.2689534589826,41.25,5.02280868571429,0,0,1,1,1
25.2689534589826,43.75,4.75172251428572,0,0,1,1,1
25.2689534589826,46.25,4.47506285714286,0,0,1,1,1
25.2689534589826,48.75,5.61855422857143,0,0,1,1,1
25.2689534589826,51.25,6.1227712,0,0,1,1,0
25.2689534589826,53.75,6.72830674285714,0,0,1,1,0
25.2689534589826,56.25,7.45850605714286,0,0,1,1,0
25.2689534589826,58.75,6.6931472,0,0,1,1,0
25.2689534589826,61.25,6.36600257142857,0,0,1,1,0
25.2689534589826,63.75,5.65283222857143,0,0,1,1,0
25.2689534589826,66.25,6.04722445714286,0,0,1,1,0
25.2689534589826,68.75,6.53477497142857,0,0,1,1,0
25.2689534589826,71.25,6.59338148571429,0,0,1,1,0
25.2689534589826,73.75,6.90994611428571,0,0,1,1,0
25.2689534589826,76.25,6.80171502857143,0,0,1,1,0
25.2689534589826,78.75,7.18201885714286,0,0,1,1,0
25.2689534589826,81.25,6.84019251428572,0,0,1,1,0
25.2689534589826,83.75,6.97274354285714,0,0,1,1,0
25.2689534589826,86.25,7.22677342857143,0,0,1,1,0
25.2689534589826,88.75,7.68115131428571,0,0,1,1,0
25.2689534589826,91.25,7.17356125714286,0,0,1,1,0
25.2689534589826,93.75,7.58578331428571,0,0,1,1,0
25.2689534589826,96.25,7.0614048,0,0,1,1,0
25.2689534589826,98.75,7.58446114285714,0,0,1,1,0
25.2689534589826,101.25,7.42640091428572,0,1,1,0,1
25.2689534589826,103.75,6.96992502857143,0,1,1,0,1
25.2689534589826,106.25,6.58917822857143,0,1,1,0,1
25.2689534589826,108.75,6.81893954285714,0,1,1,0,1
25.2689534589826,111.25,6.44421211428571,0,1,1,0,1
25.2689534589826,113.75,6.1108948,0,1,1,0,1
25.2689534589826,116.25,6.73234868571429,0,1,1,0,1
25.2689534589826,118.75,6.947976,0,1,1,0,1
25.2689534589826,121.25,6.91081891428571,0,1,1,0,1
25.2689534589826,123.75,6.8489788,0,1,1,0,1
25.2689534589826,126.25,6.7147204,0,1,1,0,1
25.2689534589826,128.75,6.0526432,0,1,1,0,1
25.2689534589826,131.25,6.27183262857143,0,1,1,0,1
25.2689534589826,133.75,5.99466685714286,0,1,1,0,1
25.2689534589826,136.25,5.47283714285714,0,1,1,0,1
25.2689534589826,138.75,5.34585188571429,0,1,1,0,1
25.2689534589826,141.25,5.56179148571429,0,1,1,0,1
25.2689534589826,143.75,5.50646274285714,0,1,1,0,1
25.2689534589826,146.25,5.59169497142857,0,1,1,0,1
25.2689534589826,148.75,5.55261977142857,0,1,1,0,1
25.2689534589826,151.25,5.72482211428571,0,1,1,0,0
25.2689534589826,153.75,5.70729662857143,0,1,1,0,0
25.2689534589826,156.25,5.98296834285714,0,1,1,0,0
25.2689534589826,158.75,5.11905171428571,0,1,1,0,0
25.2689534589826,161.25,5.13091954285714,0,1,1,0,0
25.2689534589826,163.75,4.86462662857143,0,1,1,0,0
25.2689534589826,166.25,5.0074848,0,1,1,0,0
25.2689534589826,168.75,5.21629508571429,0,1,1,0,0
25.2689534589826,171.25,5.28634605714286,0,1,1,0,0
25.2689534589826,173.75,5.0152124,0,1,1,0,0
25.2689534589826,176.25,4.95508,0,1,1,0,0
25.2689534589826,178.75,5.1004176,0,1,1,0,0
25.2689534589826,181.25,5.44948748571429,0,1,1,0,0
25.2689534589826,183.75,5.7564012,0,1,1,0,0
25.2689534589826,186.25,5.71104685714286,0,1,1,0,0
25.2689534589826,188.75,5.5643488,0,1,1,0,0
25.2689534589826,191.25,5.04017651428572,0,1,1,0,0
25.2689534589826,193.75,4.392628,0,1,1,0,0
25.2689534589826,196.25,3.88951611428572,0,1,1,0,0
25.2689534589826,198.75,4.38130045714286,0,1,1,0,0
30.080138604175,1.25,5.04685714285714,0,0,1,1,1
30.080138604175,3.75,4.83,0,0,1,1,1
30.080138604175,6.25,4.805304,0,0,1,1,1
30.080138604175,8.75,5.105436,0,0,1,1,1
30.080138604175,11.25,4.3282184,0,0,1,1,1
30.080138604175,13.75,4.25839491428571,0,0,1,1,1
30.080138604175,16.25,4.45295405714286,0,0,1,1,1
30.080138604175,18.75,4.80713965714286,0,0,1,1,1
30.080138604175,21.25,4.95646222857143,0,0,1,1,1
30.080138604175,23.75,4.57144457142857,0,0,1,1,1
30.080138604175,26.25,4.09269914285714,0,0,1,1,1
30.080138604175,28.75,3.48350988571429,0,0,1,1,1
30.080138604175,31.25,3.34171428571429,0,0,1,1,1
30.080138604175,33.75,3.42392045714286,0,0,1,1,1
30.080138604175,36.25,3.62855691428571,0,0,1,1,1
30.080138604175,38.75,4.12028571428571,0,0,1,1,1
30.080138604175,41.25,3.68180948571429,0,0,1,1,1
30.080138604175,43.75,3.888,0,0,1,1,1
30.080138604175,46.25,4.21824971428571,0,0,1,1,1
30.080138604175,48.75,4.35767537142857,0,0,1,1,1
30.080138604175,51.25,4.70557451428571,0,0,1,1,0
30.080138604175,53.75,5.16342857142857,0,0,1,1,0
30.080138604175,56.25,5.15657142857143,0,0,1,1,0
30.080138604175,58.75,5.36312702857143,0,0,1,1,0
30.080138604175,61.25,5.29279051428571,0,0,1,1,0
30.080138604175,63.75,5.14971428571429,0,0,1,1,0
30.080138604175,66.25,4.84367142857143,0,0,1,1,0
30.080138604175,68.75,5.2073476,0,0,1,1,0
30.080138604175,71.25,5.0646952,0,0,1,1,0
30.080138604175,73.75,5.1161408,0,0,1,1,0
30.080138604175,76.25,5.62487451428571,0,0,1,1,0
30.080138604175,78.75,5.49513622857143,0,0,1,1,0
30.080138604175,81.25,6.46628571428572,0,0,1,1,0
30.080138604175,83.75,6.0187344,0,0,1,1,0
30.080138604175,86.25,6.12819051428571,0,0,1,1,0
30.080138604175,88.75,5.46076188571429,0,0,1,1,0
30.080138604175,91.25,5.30115737142857,0,0,1,1,0
30.080138604175,93.75,5.21828571428571,0,0,1,1,0
30.080138604175,96.25,4.46233291428571,0,0,1,1,0
30.080138604175,98.75,4.60482834285714,0,0,1,1,0
30.080138604175,101.25,4.4699336,0,1,1,0,1
30.080138604175,103.75,5.10693828571429,0,1,1,0,1
30.080138604175,106.25,5.6803248,0,1,1,0,1
30.080138604175,108.75,6.1961328,0,1,1,0,1
30.080138604175,111.25,6.04,0,1,1,0,1
30.080138604175,113.75,6.04116485714286,0,1,1,0,1
30.080138604175,116.25,5.16885942857143,0,1,1,0,1
30.080138604175,118.75,4.30857142857143,0,1,1,0,1
30.080138604175,121.25,3.73406651428572,0,1,1,0,1
30.080138604175,123.75,3.70392931428571,0,1,1,0,1
30.080138604175,126.25,4.78778914285714,0,1,1,0,1
30.080138604175,128.75,4.26161428571429,0,1,1,0,1
30.080138604175,131.25,3.89188948571429,0,1,1,0,1
30.080138604175,133.75,4.35980948571429,0,1,1,0,1
30.080138604175,136.25,4.3306424,0,1,1,0,1
30.080138604175,138.75,4.487648,0,1,1,0,1
30.080138604175,141.25,4.10317485714286,0,1,1,0,1
30.080138604175,143.75,4.32847617142857,0,1,1,0,1
30.080138604175,146.25,4.46669548571429,0,1,1,0,1
30.080138604175,148.75,4.88955257142857,0,1,1,0,1
30.080138604175,151.25,5.382848,0,1,1,0,0
30.080138604175,153.75,5.38988028571429,0,1,1,0,0
30.080138604175,156.25,5.16201325714286,0,1,1,0,0
30.080138604175,158.75,5.29036285714286,0,1,1,0,0
30.080138604175,161.25,4.94828571428571,0,1,1,0,0
30.080138604175,163.75,5.09174297142857,0,1,1,0,0
30.080138604175,166.25,5.16342857142857,0,1,1,0,0
30.080138604175,168.75,4.87660011428571,0,1,1,0,0
30.080138604175,171.25,4.20148845714286,0,1,1,0,0
30.080138604175,173.75,4.07961902857143,0,1,1,0,0
30.080138604175,176.25,3.69084914285714,0,1,1,0,0
30.080138604175,178.75,3.14707622857143,0,1,1,0,0
30.080138604175,181.25,3.44430057142857,0,1,1,0,0
30.080138604175,183.75,3.97952754285714,0,1,1,0,0
30.080138604175,186.25,3.98304651428571,0,1,1,0,0
